
5206788.0000000000, 0x34ea2481dc0902b1b427f3a8e7f77f16f39ca5b5, P4NVLLLGVG8K, 2023-01-25T11:43:18.000000Z
10467300.0000000000, 0x86c46e364350366b7215c3b87ed99e269bc686e6, 1G5V6KKLVR64, 2023-01-30T20:35:52.000000Z
